87000000,87000001,fast,11,7
87000000,87000001,rapid,7,2
87000000,87000001,slow,7,2
87000000,87000002,fast,13,6
87000000,87000002,rapid,7,0
87000000,87000002,slow,8,0
87000000,87000003,fast,9,1
87000000,87000003,rapid,7,0
87000000,87000003,slow,6,0
87000000,87000005,fast,7,1
87000000,87000005,rapid,7,2
87000000,87000005,slow,5,0
87000000,87000007,fast,4,0
87000000,87000007,slow,2,0
87000000,87000009,fast,4,0
87000000,87000009,slow,2,0
87000000,87000010,fast,9,0
87000000,87000010,rapid,7,1
87000000,87000010,slow,6,0
87000000,87000012,fast,2,0
87000000,87000012,slow,1,0
87000000,87000013,fast,4,0
87000000,87000013,slow,2,0
87000000,87000014,fast,2,0
87000000,87000014,slow,1,0
87000000,87000015,fast,7,0
87000000,87000015,rapid,7,4
87000000,87000015,slow,5,0
87000000,87000016,fast,6,0
87000000,87000016,slow,3,0
87000000,87000019,fast,2,0
87000000,87000019,slow,1,0
87000000,87000020,fast,7,0
87000000,87000020,rapid,7,0
87000000,87000020,slow,5,0
87000000,87000023,fast,2,0
87000000,87000023,slow,1,0
87000000,87000025,fast,7,0
87000000,87000025,rapid,7,0
87000000,87000025,slow,5,0
87000000,87000034,fast,2,0
87000000,87000034,slow,1,0
87000000,87000036,fast,2,0
87000000,87000036,slow,1,0
87000000,87000041,fast,4,0
87000000,87000041,slow,2,0
87000000,87000042,fast,4,0
87000000,87000042,slow,2,0
87000000,87000045,fast,4,0
87000000,87000045,slow,2,0
87000000,87000048,fast,4,0
87000000,87000048,slow,2,0
87000000,87000050,fast,7,0
87000000,87000050,rapid,7,0
87000000,87000050,slow,5,0
87000000,87000054,fast,4,0
87000000,87000054,slow,2,0
87000000,87000059,fast,4,0
87000000,87000059,slow,2,0
87000000,87000064,fast,2,0
87000000,87000064,slow,1,0
87000000,87000065,fast,4,0
87000000,87000065,slow,2,0
87000000,87000073,fast,2,0
87000000,87000073,slow,1,0
87000000,87000078,fast,2,0
87000000,87000078,slow,1,0
87000000,87000081,fast,2,0
87000000,87000081,slow,1,0
87000000,87000086,fast,2,0
87000000,87000086,slow,1,0
87000000,87000091,fast,2,0
87000000,87000091,slow,1,0
87000001,87000000,fast,11,7
87000001,87000000,rapid,7,1
87000001,87000000,slow,7,3
87000001,87000002,fast,7,4
87000001,87000002,rapid,7,2
87000001,87000002,slow,5,1
87000001,87000003,fast,9,0
87000001,87000003,rapid,7,1
87000001,87000003,slow,6,0
87000001,87000004,fast,9,6
87000001,87000004,rapid,7,4
87000001,87000004,slow,6,0
87000001,87000006,fast,7,0
87000001,87000006,rapid,7,1
87000001,87000006,slow,5,0
87000001,87000009,fast,2,0
87000001,87000009,slow,1,0
87000001,87000011,fast,9,0
87000001,87000011,rapid,7,0
87000001,87000011,slow,6,0
87000001,87000012,fast,4,0
87000001,87000012,slow,2,0
87000001,87000013,fast,4,0
87000001,87000013,slow,2,0
87000001,87000014,fast,4,0
87000001,87000014,slow,2,0
87000001,87000015,fast,2,0
87000001,87000015,slow,1,0
87000001,87000016,fast,13,0
87000001,87000016,rapid,7,0
87000001,87000016,slow,8,0
87000001,87000019,fast,2,0
87000001,87000019,slow,1,0
87000001,87000021,fast,7,0
87000001,87000021,rapid,7,0
87000001,87000021,slow,5,0
87000001,87000022,fast,2,0
87000001,87000022,slow,1,0
87000001,87000026,fast,9,0
87000001,87000026,rapid,7,0
87000001,87000026,slow,6,0
87000001,87000027,fast,4,0
87000001,87000027,slow,2,0
87000001,87000032,fast,2,0
87000001,87000032,slow,1,0
87000001,87000037,fast,2,0
87000001,87000037,slow,1,0
87000001,87000039,fast,2,0
87000001,87000039,slow,1,0
87000001,87000041,fast,4,0
87000001,87000041,slow,2,0
87000001,87000042,fast,4,0
87000001,87000042,slow,2,0
87000001,87000044,fast,6,0
87000001,87000044,slow,3,0
87000001,87000046,fast,4,0
87000001,87000046,slow,2,0
87000001,87000047,fast,4,0
87000001,87000047,slow,2,0
87000001,87000048,fast,2,0
87000001,87000048,slow,1,0
87000001,87000050,fast,2,0
87000001,87000050,slow,1,0
87000001,87000051,fast,7,0
